intercept,percent_white_100,med_income_1000s,median_age
-6.38262568634117,0.0184907708157775,0.0102456862939915,-0.00433824925592177
-6.4804271137574,0.0203941875558163,0.0117022113298119,-0.00653249010438728
-6.4804271137574,0.0203941875558163,0.0117022113298119,-0.00653249010438728
-6.4804271137574,0.0203941875558163,0.0117022113298119,-0.00653249010438728
-6.4804271137574,0.0203941875558163,0.0117022113298119,-0.00653249010438728
-6.4804271137574,0.0203941875558163,0.0117022113298119,-0.00653249010438728
-6.4804271137574,0.0203941875558163,0.0117022113298119,-0.00653249010438728
-6.3324309290917,0.0195148306741004,0.0104550220206186,-0.00677513292909844
-6.41823751345228,0.0205382760680535,0.011453064387708,-0.00593477299453075
-6.41823751345228,0.0205382760680535,0.011453064387708,-0.00593477299453075
-6.45116528240222,0.0191954499141368,0.0111528947092143,-0.00288920190761574
-6.27193991007231,0.018296650597326,0.0101923777555964,-0.00571150003821672
-6.25798339601547,0.0185395890898257,0.0113139422434155,-0.00690893144062085
-6.36225267058144,0.0194684550617007,0.010143152012365,-0.00620503855101511
-6.43493065327142,0.0188911792832107,0.0106692305174988,-0.00341018189412269
-6.37506244130048,0.0193066476402001,0.0103432855851276,-0.0045368327421296
-6.37065910845364,0.0185264164694011,0.0106048436615105,-0.00358338418586437
-6.33566093907098,0.0181310608675631,0.0105360525836752,-0.00470232015658537
-6.35524963479408,0.0185185812927928,0.0108704525235681,-0.00503313111620506
-6.53860900897269,0.0198798828684515,0.0110258604388959,-0.00246985887601932
-6.43053859146791,0.0184308102978328,0.0109945199127788,-0.00271521195464027
-6.24968820119157,0.0167021433649369,0.00837351727405073,-0.0033713463047064
-6.37041261110944,0.0182502105042385,0.00979991762535756,-0.00308616131864509
-6.28124457023608,0.0183697132685493,0.0100441505358683,-0.00536414284392669
-6.38837721540132,0.0185798832868612,0.0102655785607213,-0.00360799241105385
-6.3039636689964,0.0180472650094931,0.00985284582908653,-0.00479694097154159
-6.4127250420752,0.0189737989537287,0.00963096941757706,-0.00375717374963809
-6.47002128759681,0.019329643608082,0.0115693650587581,-0.00346915644718221
-6.47002128759681,0.019329643608082,0.0115693650587581,-0.00346915644718221
-6.47002128759681,0.019329643608082,0.0115693650587581,-0.00346915644718221
-6.3249075771011,0.0188191180660777,0.010385271122024,-0.00552372009756129
-6.39575119898161,0.0187447852682391,0.010721104934163,-0.0041866500042129
-6.30915074877937,0.0172404521095012,0.00996462894269903,-0.00347733125662471
-6.39020566550953,0.018303880958555,0.0108545428871984,-0.00357996781957137
-6.28390001301117,0.0177186039220061,0.0102970744386979,-0.00338338321076871
-6.29294716813051,0.0178561241337614,0.0102657647693371,-0.0046343711160086
-6.35803334390561,0.0184978351921151,0.0103381038878146,-0.00472881308548629
